cutoff	n.component	n.too.large.comp	max.size.comp	clst.closure.scr	clst.vote.scr	clst.center.scr	clst.center.merge.scr	clst.edit.vote.scr	clst.vote.prc	clst.vote.rec	clst.vote.f10	clst.vote.f05	clst.edit.vote.prc	clst.edit.vote.rec	clst.edit.vote.f10	clst.edit.vote.f05	clst.center.prc	clst.center.rec	clst.center.f10	clst.center.f05	clst.center.merge.prc	clst.center.merge.rec	clst.center.merge.f10	clst.center.merge.f05	clst.closure.prc	clst.closure.rec	clst.closure.f10	clst.closure.f05
0.79	56579	0	36	4004.08727343275	4442.77293352586	1403.0576015395	1618.5235970784	4464.77984192893	0.919776637946282	0.565485529647523	0.70037518037518	0.817357565306425	0.928327294220441	0.561166948876082	0.699494607207172	0.820906715146006	0.93381184914985	0.246563000015534	0.390119208553521	0.599572381592765	0.858136753994999	0.367887157659267	0.514994019789062	0.677553916491666	0.849318574444942	0.618613393814177	0.71583677871652	0.790366821344787
0.8	57339	0	35	3697.84636598657	4066.15328189498	1291.2721486887	1497.65463518249	4082.81531562514	0.931384672051356	0.549935531977693	0.691547342306265	0.817918848107057	0.93836037529069	0.545337330868532	0.68979407372475	0.820145128658004	0.942869337235534	0.240224939027232	0.382895486171293	0.594874477792225	0.884860343769184	0.358271324934367	0.510034609728319	0.683838485669725	0.875252820351476	0.605020738508381	0.715470602823525	0.803478224991232
0.81	58055	0	31	3411.68423799956	3702.82760218801	1183.48491533708	1387.15568487577	3716.3583045917	0.940899251993315	0.533453466515465	0.680876375532864	0.816215933561829	0.945202428022498	0.527332888012055	0.676977075792476	0.815895860673271	0.949771978718014	0.232939275783325	0.374122079315378	0.587923936483043	0.903832781118338	0.343249499013562	0.497545597838325	0.681298215970548	0.897086688773093	0.58836779395088	0.710647040612423	0.811886663837121
0.82	58762	0	30	3128.08171289397	3353.70735466686	1079.016641583	1272.83291630492	3364.4220063596	0.948206829491506	0.515045127615615	0.667512256012241	0.811679568344619	0.95297769268703	0.510338185264008	0.664710762195739	0.812102934269399	0.957177679689044	0.225700215929039	0.365270514883347	0.580746508485958	0.92124597207304	0.33308996007643	0.489275282949982	0.680815123862503	0.914918065547562	0.568965249405807	0.701613907379915	0.815720197237429
0.83	59402	0	28	2820.71622555457	3018.80069820316	978.10768555742	1141.07446553373	3026.80271711224	0.953664726078519	0.496217358209187	0.652777210119753	0.805205870342269	0.956368138172595	0.492023053143399	0.649762542183381	0.804516243745079	0.961812697106815	0.217932984325727	0.355348978583822	0.571599696863515	0.9324239150009	0.321734267472388	0.478396950973032	0.675853832046521	0.927503658791553	0.551318099203082	0.6915634712628	0.816128483320992
0.84	60015	0	26	2525.11727054651	2695.54755685971	880.558614737116	1019.86302853404	2702.02144136507	0.957965427185673	0.478647880322496	0.638345919181247	0.798118417439867	0.960140496126948	0.475603125533997	0.636110533970497	0.797619854002428	0.963689542017406	0.209855063458282	0.344656912145527	0.56079538378513	0.940750152948374	0.310533919500412	0.466936067833034	0.669148216832141	0.937307861220905	0.530470849579793	0.677506076087496	0.812656769839268
0.85	60658	0	26	2243.42688413911	2384.06958890002	786.617275698625	910.76378800195	2390.36204586069	0.961202150398342	0.461062867972597	0.623195557002026	0.78984485190409	0.962250501463286	0.454584996815435	0.617467083051992	0.786567894332238	0.966749045158391	0.200534385534308	0.332166842498006	0.547989981746402	0.949000246852629	0.298603451757725	0.454270454223189	0.661035950836698	0.948441143449348	0.511798424805431	0.66483704974271	0.810196684061164
0.86	61274	0	24	1979.2458531212	2086.71063460012	696.556262037393	809.157267728954	2092.56358598296	0.963632655835769	0.440433100834201	0.604552481475558	0.778640126111578	0.964423209129658	0.435850434188247	0.600374471727385	0.776165894844003	0.967884130982368	0.191011759588647	0.319057565810813	0.53373151950273	0.954143790849673	0.283472884594473	0.437088313492539	0.647675565935275	0.95436532130228	0.486337439609774	0.644329419512848	0.800326194213376
0.87	61892	0	21	1713.8643870847	1803.31306423797	610.46038898937	707.847670250627	1808.14546409064	0.967207861568041	0.421993693007938	0.58761180631415	0.768601775720502	0.967240262077903	0.417379957435571	0.583129862942345	0.765535515856056	0.968755152514427	0.182545477141037	0.307203639072978	0.52044856634158	0.957337031900139	0.268062697093502	0.418845117599942	0.632212965201908	0.95866705265528	0.462989141410219	0.624415997988729	0.789597783064606
0.88	62581	0	20	1466.79007113528	1533.09446004526	528.475228405214	608.558865976009	1537.45938174349	0.970078089803274	0.401394994795955	0.567833950488413	0.755893211324795	0.969876543209877	0.396625914591521	0.563011312267084	0.752388417721146	0.969424303310911	0.172385938203905	0.292719599050383	0.503671898403246	0.962525818825612	0.253367094900036	0.401141198750584	0.617087769479316	0.962303485987696	0.437403880508909	0.601433255369368	0.776046920562473
0.89	63308	0	19	1222.4859775931	1277.6891725464	451.088271439542	511.663536111755	1282.12954000986	0.972019027061598	0.377751541795473	0.544065331692583	0.739383730334892	0.97289632540615	0.373044599443866	0.539301113905857	0.736151558811809	0.97176667909057	0.162008916781881	0.277717861660342	0.485969375867886	0.966702402724349	0.238127786494338	0.382126386638415	0.599721441929249	0.966902815622162	0.413434203781088	0.579207382097543	0.762696806955804
0.9	64030	0	14	992.125584219624	1039.15134892072	378.528425774929	414.302025583565	1044.61487327317	0.974066255977254	0.351249747564973	0.516315392871007	0.719065034186675	0.974410833626451	0.344274773585199	0.508787033529621	0.713297156724536	0.974982557560052	0.151958119087195	0.262935784748542	0.468015884407445	0.96915356306457	0.225001165084741	0.365213444615346	0.583312525673967	0.970131930204666	0.389526664906094	0.555863444912436	0.747342946215151
0.91	64855	0	12	784.540862567102	822.967153144027	311.040252958637	331.085996703163	827.735788624985	0.975667712194658	0.318922529631989	0.480711818767196	0.691054994917228	0.976471158977344	0.312677675422926	0.473678017555833	0.685441852545547	0.977285018929151	0.140353875071847	0.245456274280747	0.445719416297495	0.972812545800967	0.206219999067932	0.340301721375562	0.557974730364754	0.973078867542973	0.358799496683392	0.524282422907989	0.724875562557668
0.92	65729	0	11	593.318996821699	627.278558438815	248.942543483299	256.993330331529	632.397829745191	0.978456966995649	0.286455501530145	0.443168026532403	0.65971650793878	0.978625541125541	0.280940767091793	0.436556310574149	0.653865343871346	0.9812529663028	0.12847001071878	0.227194681391739	0.421573125350461	0.975342016875563	0.184953318938064	0.310942804909898	0.525878746654182	0.975443828339779	0.325198452767465	0.48777873569914	0.696791974277212
0.93	66755	0	11	425.277557156378	455.807141648378	192.39569098389	190.077163961752	459.923793491603	0.979707495429616	0.249747564972892	0.398029288340369	0.618284325413613	0.980171926962415	0.242663849750672	0.389017556966754	0.609619032008804	0.982714725981509	0.11392975315738	0.204187315552091	0.389174847439639	0.977407512002259	0.161294331474376	0.276894767720945	0.485799840920788	0.976565379956817	0.288071085703634	0.444902953384036	0.66073299175509
0.94	67892	0	9	285.194293288886	308.958770980588	141.891672898793	136.525795985099	313.413780401894	0.981017741111192	0.208736582107405	0.344229537594467	0.563817020669514	0.980850422195416	0.202103366318177	0.33514947769749	0.553951749567824	0.984572662758408	0.0991409441846737	0.180142544633406	0.353373716791619	0.981609717334544	0.134326503347677	0.236314940832445	0.43404712425584	0.979862445008984	0.24566200114955	0.392835850556439	0.613283279944776
0.95	69200	0	8	171.380241578804	192.728782623871	97.4195143058571	89.4494063668841	195.181063787712	0.981963743443453	0.165768256877884	0.283652312599681	0.494756168804073	0.982358581016299	0.159166110015068	0.27394623210299	0.482878229477911	0.983703703703704	0.0825190685535861	0.152265202872171	0.308934200272179	0.981723989063175	0.105976107995588	0.191301421721208	0.370081046772776	0.979648260502266	0.198157612663694	0.329637956430731	0.547669955434195
0.96	70774	0	7	91.2076125556828	103.749218050986	59.9206325807955	54.928511603781	105.835736600567	0.984215293052141	0.118170661612788	0.211006629497101	0.3991541521057	0.984609153503443	0.113292840165908	0.203204235162998	0.387921405091435	0.986013986013986	0.0635204200518851	0.119352014010508	0.25252899544225	0.984475806451613	0.0758547838379445	0.140856446425223	0.289919608611497	0.982146630044369	0.144423904431982	0.251818144882786	0.454678834472843
0.97	72600	0	7	39.9875365319973	45.8976418900038	30.3676717409554	28.3277501146114	46.8712495613778	0.989475945017182	0.0715672719929163	0.133480131538918	0.277540152053689	0.989757292362503	0.0690506889534432	0.129095027881041	0.269927250203432	0.989440337909187	0.0436673760738198	0.0836432886005892	0.185576402550933	0.987974683544304	0.0484985941310798	0.0924585017695053	0.20269305182242	0.987751531058618	0.0876920448013919	0.16108320967926	0.323558744970367
0.98	74471	0	6	12.9856956825501	14.1231874323088	10.5560013113115	10.2915103258329	14.4097137812294	0.992345790184602	0.0342379569073991	0.0661921494428928	0.150429310509576	0.992547741034001	0.0331039410933155	0.0640709561034275	0.146036923836022	0.99353169469599	0.0238609354853743	0.0466026487052291	0.108848165313151	0.99130974549969	0.0248085377409784	0.0484056741028128	0.112755411836141	0.991771159874608	0.0393177263759651	0.0756369069854314	0.169681286118448
0.99	75902	0	5	1.7490185686484	1.83215371730281	1.48730510177842	1.48353241045875	1.85090074952452	0.990942028985507	0.00849735137402327	0.0168502117828263	0.0410777849536655	0.990791896869245	0.00835754120516365	0.0165752664982439	0.0404237733864302	0.988290398126464	0.00655554347319528	0.0130246913580247	0.0319305095261876	0.988290398126464	0.00655554347319528	0.0130246913580247	0.0319305095261876	0.99151103565365	0.00907212651266835	0.0179797420030172	0.0437590852552863
